time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-11-24T04:54:12.810Z,58.3245,-154.918333333333,3.04,0.37,ml,4,213,,0.14,av,av91012803,2020-11-25T00:20:27.920Z,"88 km NNW of Karluk, Alaska",earthquake,1.67,2.88,0.240107313470642,4,reviewed,av,av
2020-11-24T04:38:38.050Z,38.1377,-117.9527,14.2,1.4,ml,14,76.19,0.004,0.09,nn,nn00785984,2020-11-24T05:04:37.333Z,"31 km SSE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-11-24T04:36:51.530Z,33.491,-116.487,14,0.52,ml,24,62,0.06056,0.15,ci,ci39475591,2020-11-24T23:42:05.860Z,"19km ESE of Anza, CA",earthquake,0.27,0.59,0.125,8,reviewed,ci,ci
2020-11-24T04:28:04.281Z,39.1559,-119.9362,12.2,0.9,ml,16,61.32,0.143,0.1425,nn,nn00786085,2020-11-25T02:29:07.194Z,"7 km N of Glenbrook, Nevada",earthquake,,1.7,0.28,7,reviewed,nn,nn
2020-11-24T04:27:38.210Z,19.1586666107178,-155.493835449219,33.4599990844727,2.05999994,md,35,159,,0.159999996,hv,hv72242547,2020-11-24T04:30:51.260Z,"5 km SSW of Pāhala, Hawaii",earthquake,0.9,0.99000001,2.05999994,4,automatic,hv,hv
2020-11-24T04:16:17.350Z,44.5435,-109.9938333,10.6,0.97,md,11,106,0.09053,0.2,uu,uu60419522,2020-11-24T17:20:41.390Z,"51 km S of Silver Gate, Montana",earthquake,0.46,1.08,0.168,7,reviewed,uu,uu
2020-11-24T03:58:48.370Z,46.4555,-120.709666666667,7.78,0.98,ml,10,152,0.1423,0.11,uw,uw61692687,2020-11-24T18:28:16.760Z,"8 km NNE of White Swan, Washington",earthquake,0.59,9.28,0.223987856779242,9,reviewed,uw,uw
2020-11-24T03:51:05.311Z,-22.4597,-68.689,113.62,4.2,mb,,38,0.679,0.8,us,us6000crwv,2020-11-24T05:31:46.040Z,"24 km E of Calama, Chile",earthquake,4.5,6,0.153,12,reviewed,us,us
2020-11-24T03:49:20.292Z,38.1585,-117.8541,1.7,1.9,ml,23,60.95,0.014,0.1178,nn,nn00785977,2020-11-25T02:28:26.847Z,"34 km SE of Mina, Nevada",earthquake,,0.3,0.66,11,reviewed,nn,nn
2020-11-24T03:49:00.985Z,17.3788,-93.9465,175.42,4.5,mb,,132,2.047,0.63,us,us6000crww,2020-11-24T05:38:28.040Z,"33 km NE of La Horqueta (Poblado Doce), Mexico",earthquake,9.9,10.5,0.064,71,reviewed,us,us
2020-11-24T03:38:44.680Z,40.7291667,-121.4961667,11.67,1.45,md,13,108,0.09082,0.11,nc,nc73486466,2020-11-24T17:46:04.642Z,"22km SE of Burney, CA",earthquake,0.44,0.83,0.203,12,reviewed,nc,nc
2020-11-24T03:25:06.430Z,38.1955,-117.8028,5.4,1.3,ml,18,56.8,0.046,0.16,nn,nn00785974,2020-11-24T03:49:57.349Z,"34 km SE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-11-24T03:24:02.280Z,34.0458333,-116.984,12.27,0.97,ml,45,43,0.03641,0.16,ci,ci39475559,2020-11-25T16:33:49.816Z,"6km ENE of Yucaipa, CA",earthquake,0.16,0.37,0.133,21,reviewed,ci,ci
2020-11-24T03:20:59.440Z,18.0305,-66.78,17,2.13,md,8,89,0.1136,0.16,pr,pr2020329001,2020-11-24T03:38:55.969Z,"1 km NE of Guayanilla, Puerto Rico",earthquake,0.59,0.56,0.07,4,reviewed,pr,pr
2020-11-24T03:03:53.090Z,35.8773333,-117.6918333,4.35,1.41,ml,32,41,0.07804,0.14,ci,ci39475543,2020-11-25T16:13:55.450Z,"20km ESE of Little Lake, CA",earthquake,0.14,0.31,0.121,15,reviewed,ci,ci
2020-11-24T02:57:52.230Z,52.91,-169.606166666667,1.72,2.63,ml,9,171,,0.24,av,av91147291,2020-11-24T20:11:55.150Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,1.1,2.26,0.095484062137086,10,reviewed,av,av
2020-11-24T02:54:53.300Z,44.2656667,-115.063,7.28,1.64,ml,9,124,0.088,0.28,mb,mb80477399,2020-11-24T16:45:09.900Z,"11 km WNW of Stanley, Idaho",earthquake,0.74,1.34,0.119,8,reviewed,mb,mb
2020-11-24T02:51:06.450Z,35.6785,-117.5266667,9.45,0.72,ml,20,99,0.1058,0.15,ci,ci39475527,2020-11-25T16:00:01.423Z,"15km SW of Searles Valley, CA",earthquake,0.26,0.79,0.094,9,reviewed,ci,ci
2020-11-24T02:31:24.160Z,36.029,-117.812,1.57,0.25,ml,12,87,0.03808,0.08,ci,ci39475519,2020-11-24T15:43:47.977Z,"12km E of Coso Junction, CA",earthquake,0.14,0.21,0.3,5,reviewed,ci,ci
2020-11-24T02:30:29.880Z,36.4408333,-89.4755,5.45,1.32,md,16,143,0.02813,0.04,nm,nm60334966,2020-11-24T17:49:17.050Z,"6 km N of Tiptonville, Tennessee",earthquake,0.51,0.62,0.075,10,reviewed,nm,nm
2020-11-24T02:29:15.460Z,37.4476667,-118.556,7.51,1.31,md,12,225,0.09451,0.05,nc,nc73486451,2020-11-24T17:21:07.506Z,"5km NE of Round Valley, CA",earthquake,0.76,1.16,0.179,12,reviewed,nc,nc
2020-11-24T02:08:34.207Z,61.2557,-146.8266,24.4,1.9,ml,,,,0.32,ak,ak020f451u1o,2020-11-24T02:11:55.312Z,"29 km WNW of Valdez, Alaska",earthquake,,3.7,,,automatic,ak,ak
2020-11-24T02:06:06.198Z,38.1665,-117.8379,8,0.9,ml,14,92.74,0.027,0.1622,nn,nn00786074,2020-11-25T02:29:00.249Z,"34 km SE of Mina, Nevada",earthquake,,1.1,0.23,7,reviewed,nn,nn
2020-11-24T02:04:59.252Z,38.184,-117.7463,9.2,2,ml,28,70.62,0.044,0.1379,nn,nn00785966,2020-11-25T02:28:25.323Z,"39 km SE of Mina, Nevada",earthquake,,0.8,0.24,14,reviewed,nn,nn
2020-11-24T01:59:40.140Z,39.1846667,-112.0196667,3.76,1.53,ml,9,84,0.08919,0.12,uu,uu60419497,2020-11-24T17:00:05.680Z,"Utah",earthquake,0.42,1.21,0.006,2,reviewed,uu,uu
2020-11-24T01:54:59.640Z,35.844,-117.6701667,3.14,0.99,ml,28,40,0.06543,0.15,ci,ci39475511,2020-11-25T15:52:27.269Z,"24km ESE of Little Lake, CA",earthquake,0.16,0.55,0.109,9,reviewed,ci,ci
2020-11-24T01:44:43.481Z,-33.6955,-70.3317,111.79,4.6,mb,,69,0.061,0.41,us,us6000crwl,2020-11-25T01:44:53.859Z,"24 km ESE of Puente Alto, Chile",earthquake,4.6,4.6,0.183,9,reviewed,us,us
2020-11-24T01:26:42.860Z,38.1658,-117.8805,12.3,1.1,ml,10,179.38,0.018,0.02,nn,nn00785962,2020-11-24T01:30:00.220Z,"31 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-11-24T01:16:39.420Z,19.3618335723877,-155.472503662109,8.36999988555908,2.3,ml,42,39,,0.189999998,hv,hv72242352,2020-11-24T01:22:09.600Z,"17 km N of Pāhala, Hawaii",earthquake,0.39,0.649999976,0.13,9,automatic,hv,hv
2020-11-24T01:16:05.744Z,38.4921,-118.4617,5.8,0.9,ml,9,333.04,0.113,0.0954,nn,nn00786080,2020-11-25T02:29:02.618Z,"14 km ESE of Hawthorne, Nevada",earthquake,,10.7,0,1,reviewed,nn,nn
2020-11-24T01:09:54.220Z,36.0638333,-117.3905,2.65,1.03,ml,22,82,0.08003,0.15,ci,ci39475503,2020-11-24T23:12:55.824Z,"33km N of Searles Valley, CA",earthquake,0.23,0.73,0.103,11,reviewed,ci,ci
2020-11-24T01:06:41.164Z,38.5047,-118.4238,7.6,0.8,ml,12,140.75,0.097,0.1098,nn,nn00786079,2020-11-25T02:29:01.509Z,"17 km E of Hawthorne, Nevada",earthquake,,2.4,0.33,2,reviewed,nn,nn
2020-11-24T01:06:07.160Z,38.8149986,-122.8206635,1.82,0.56,md,8,99,0.01178,0.01,nc,nc73486441,2020-11-24T01:29:05.761Z,"7km NW of The Geysers, CA",earthquake,0.49,1.02,,1,automatic,nc,nc
2020-11-24T00:59:07.940Z,36.9664993,-121.3991699,0.68,1.29,md,9,133,0.01668,0.16,nc,nc73486436,2020-11-24T02:54:04.303Z,"13km N of Hollister, CA",earthquake,0.88,11.79,0.07,6,automatic,nc,nc
2020-11-24T00:53:31.370Z,36.027,-117.8151667,1.54,0.5,ml,9,88,0.04049,0.09,ci,ci39475495,2020-11-24T01:39:03.116Z,"12km E of Coso Junction, CA",earthquake,0.15,0.29,0.101,3,reviewed,ci,ci
2020-11-24T00:49:10.976Z,64.5949,-149.4403,20,1.6,ml,,,,0.45,ak,ak020f443ped,2020-11-24T00:54:02.302Z,"15 km W of Four Mile Road, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-24T00:37:18.450Z,42.7353333,-111.7808333,3.3,1.47,md,11,88,0.4554,0.1,uu,uu60419492,2020-11-24T16:19:24.250Z,"8 km E of Bancroft, Idaho",earthquake,0.78,6.41,0.114,10,reviewed,uu,uu
2020-11-24T00:32:03.180Z,18.5315,-68.5501,151,3.57,md,13,193,0.1696,0.05,pr,pr2020329000,2020-11-24T01:25:34.040Z,"16 km WSW of Punta Cana, Dominican Republic",earthquake,8.75,0.84,0.25,12,reviewed,pr,pr
2020-11-24T00:30:58.370Z,36.0073333,-117.8085,1.59,0.41,ml,11,71,0.02479,0.1,ci,ci39475471,2020-11-24T15:40:57.549Z,"12km NE of Little Lake, CA",earthquake,0.15,0.21,0.263,4,reviewed,ci,ci
2020-11-24T00:28:41.610Z,35.6123333,-117.5733333,7.81,1.01,ml,21,88,0.0809,0.13,ci,ci39475447,2020-11-25T15:31:21.325Z,"9km E of Ridgecrest, CA",earthquake,0.26,0.89,0.164,8,reviewed,ci,ci
2020-11-24T00:26:19.730Z,46.7453333,-112.5435,4.46,0.76,ml,7,119,0.128,0.02,mb,mb80477414,2020-11-24T17:12:25.820Z,"17 km NNE of Avon, Montana",earthquake,0.4,2.27,0.112,4,reviewed,mb,mb
2020-11-24T00:07:43.320Z,38.7983322,-122.7501678,1.92,0.86,md,11,97,0.01837,0.02,nc,nc73486426,2020-11-24T00:09:20.787Z,"2km NNE of The Geysers, CA",earthquake,0.31,0.94,0.27,3,automatic,nc,nc
2020-11-24T00:04:07.430Z,38.8266678,-122.8541641,2.33,0.58,md,7,101,0.00229,0.01,nc,nc73486416,2020-11-24T00:05:45.653Z,"10km WNW of The Geysers, CA",earthquake,0.46,0.88,,2,automatic,nc,nc
2020-11-24T00:02:54.850Z,64.9486,-147.3,0,1.6,ml,,,,0.92,ak,ak020f43tq4w,2020-11-24T00:07:07.503Z,"15 km NW of Two Rivers, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-24T00:02:43.690Z,38.8248329,-122.854332,2.35,0.94,md,20,63,0.003358,0.02,nc,nc73486406,2020-11-24T00:04:20.815Z,"10km WNW of The Geysers, CA",earthquake,0.22,0.43,0.13,5,automatic,nc,nc
2020-11-24T00:02:29.100Z,38.8308334,-122.8564987,2.29,1.02,md,17,64,0.003297,0.06,nc,nc73486401,2020-11-24T00:34:04.408Z,"10km NW of The Geysers, CA",earthquake,0.3,0.49,0.11,5,automatic,nc,nc
2020-11-24T00:01:48.110Z,48.1128333333333,-121.9595,-0.84,1.06,md,4,151,0.0853,0.14,uw,uw61692677,2020-11-24T18:15:03.630Z,"3 km E of Riverside, Washington",explosion,0.94,31.61,0.369594434705891,3,reviewed,uw,uw
2020-11-24T00:00:27.250Z,38.8255005,-122.8535004,2.24,0.57,md,10,84,0.003333,0.01,nc,nc73486396,2020-11-24T00:23:05.333Z,"10km WNW of The Geysers, CA",earthquake,0.34,0.82,,1,automatic,nc,nc
2020-11-24T00:00:23.477Z,13.7561,145.6849,46.55,5.4,mb,,31,0.81,0.87,us,us6000crvb,2020-11-30T00:10:29.097Z,"89 km ENE of Yigo Village, Guam",earthquake,8.7,5.1,0.033,315,reviewed,us,us
2020-11-23T23:49:12.000Z,44.5636667,-115.0013333,8.96,2.1,ml,14,69,0.357,0.21,mb,mb80477339,2020-11-24T00:13:09.610Z,"38 km N of Stanley, Idaho",earthquake,0.44,1.27,0.084,11,reviewed,mb,mb
2020-11-23T23:47:02.250Z,17.973,-66.8373,17,2.24,md,16,182,0.042,0.14,pr,pr2020328013,2020-11-24T00:26:27.650Z,"3 km SW of Indios, Puerto Rico",earthquake,0.59,0.37,0.27,11,reviewed,pr,pr
2020-11-23T23:46:35.330Z,44.5733333,-115,8.24,1.78,ml,13,82,0.366,0.21,mb,mb80477334,2020-11-24T00:07:34.140Z,"39 km N of Stanley, Idaho",earthquake,0.59,1.75,0.129,11,reviewed,mb,mb
2020-11-23T23:46:23.630Z,33.3835,-117.3573333,2.35,0.33,ml,13,163,0.04668,0.16,ci,ci39475407,2020-11-26T01:38:35.196Z,"9km NNW of Camp Pendleton North, CA",earthquake,0.46,0.31,,1,reviewed,ci,ci
2020-11-23T23:41:25.260Z,37.7891655,-122.2074966,9.51,1.26,md,10,101,0.09539,0.05,nc,nc73486391,2020-11-24T01:46:06.873Z,"2km ESE of Oakland, CA",earthquake,0.42,1.56,0.12,5,automatic,nc,nc
2020-11-23T23:32:18.438Z,62.1996,-150.0775,18.1,2,ml,,,,0.64,ak,ak020f2u5p83,2020-11-23T23:35:34.016Z,"12 km WNW of Susitna North, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-11-23T23:28:58.730Z,38.1577,-117.8655,6.1,1.9,ml,18,72.91,0.07,0.14,nn,nn00785957,2020-11-23T23:44:06.061Z,"33 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-11-23T23:25:45.449Z,61.6601,-148.1724,21,1.4,ml,,,,0.8,ak,ak020f2u49al,2020-11-23T23:29:53.399Z,"21 km SE of Chickaloon, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-23T23:25:39.800Z,33.3861667,-117.3503333,2.52,0.46,ml,8,161,0.04698,0.09,ci,ci39475391,2020-11-26T01:37:46.025Z,"9km NNW of Camp Pendleton North, CA",earthquake,0.55,0.39,0.049,2,reviewed,ci,ci
2020-11-23T23:12:35.081Z,64.231,-147.0158,9.3,0.8,ml,,,,0.32,ak,ak020f2u1fdm,2020-11-24T02:49:19.098Z,"25 km SW of Harding-Birch Lakes, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2020-11-23T23:12:33.087Z,61.5867,-146.3968,27.8,2.1,ml,,,,0.65,ak,ak020f2u1g18,2020-11-23T23:15:31.836Z,"49 km SSE of Nelchina, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-11-23T23:02:15.220Z,35.878,-117.6871667,4.92,0.62,ml,17,80,0.07588,0.11,ci,ci39475351,2020-11-25T17:23:19.319Z,"21km ESE of Little Lake, CA",earthquake,0.16,0.32,0.056,8,reviewed,ci,ci
2020-11-23T22:53:22.794Z,54.8963,-158.3689,36.1,3.6,ml,,,,0.63,ak,ak020f2tos6z,2020-11-24T01:37:39.040Z,"123 km SSE of Perryville, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2020-11-23T22:48:57.900Z,39.3525,-123.264,2.52,1.06,md,5,289,0.1494,0.04,nc,nc73486381,2020-11-23T23:52:07.135Z,"10km SE of Willits, CA",earthquake,0.64,31.61,0.081,4,reviewed,nc,nc
2020-11-23T22:44:25.670Z,38.1758,-117.7903,12.4,1.7,ml,16,61.8,0.055,0.09,nn,nn00785951,2020-11-23T22:49:06.723Z,"36 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-11-23T22:40:11.480Z,33.3466667,-116.9408333,14.36,1.92,ml,57,32,0.06581,0.22,ci,ci39475335,2020-11-24T03:06:00.321Z,"7km W of Palomar Observatory, CA",earthquake,0.22,0.54,0.152,25,reviewed,ci,ci
2020-11-23T22:28:25.353Z,65.3588,-144.0238,0,2,ml,,,,1.01,ak,ak020f2tjfas,2020-11-23T22:38:37.976Z,"43 km ESE of Central, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-23T22:26:53.280Z,38.8133316,-122.7923355,2.76,0.74,md,16,65,0.005836,0.02,nc,nc73486371,2020-11-23T22:41:04.650Z,"5km NW of The Geysers, CA",earthquake,0.26,0.46,0.14,4,automatic,nc,nc
2020-11-23T22:22:31.160Z,35.8751667,-117.6845,5.92,0.42,ml,15,50,0.07769,0.13,ci,ci39475303,2020-11-25T16:38:16.784Z,"21km ESE of Little Lake, CA",earthquake,0.23,0.75,0.059,5,reviewed,ci,ci
2020-11-23T22:19:55.610Z,56.7351,-135.9307,24.4,4.3,ml,,,,0.79,ak,ak020f2thkhg,2020-11-26T09:06:51.927Z,"Southeastern Alaska",earthquake,,1,,,reviewed,ak,ak
2020-11-23T22:15:54.969Z,36.94133333,-98.1625,5.21,1.37,ml,31,126,0.2330542668,0.19,ok,ok2020xbdo,2020-11-24T20:10:11.391Z,"6 km SSE of Waldron, Kansas",earthquake,,0.8,0.22,8,reviewed,ok,ok
2020-11-23T22:14:33.890Z,35.714,-117.5035,6.76,0.81,ml,16,102,0.1271,0.14,ci,ci39475279,2020-11-24T14:55:19.268Z,"11km WSW of Searles Valley, CA",earthquake,0.26,0.82,0.088,10,reviewed,ci,ci
2020-11-23T22:14:30.184Z,53.4357,-165.8156,35,4,mb,,177,0.58,1.24,us,us6000crtl,2020-11-24T01:23:31.099Z,"68 km SE of Unalaska, Alaska",earthquake,4.3,2,0.087,36,reviewed,us,us
2020-11-23T22:10:57.300Z,49.3775,-120.5235,-0.37,2.24,ml,10,183,0.5863,0.46,uw,uw61692667,2020-11-24T18:03:24.940Z,"9 km S of Princeton, Canada",explosion,2.4,31.61,0.246686247324025,6,reviewed,uw,uw
2020-11-23T22:07:51.632Z,-22.6121,-66.156,255.95,4.6,mwr,,34,1.897,0.99,us,us6000crt3,2020-11-24T01:20:30.040Z,"48 km WNW of Abra Pampa, Argentina",earthquake,7.6,6.2,,,reviewed,us,guc
2020-11-23T22:07:35.750Z,17.9293,-66.9886,11,2.75,md,18,224,0.0686,0.1,pr,pr2020328012,2020-11-23T22:24:51.178Z,"7 km SE of La Parguera, Puerto Rico",earthquake,0.58,0.41,0.29,14,reviewed,pr,pr
2020-11-23T21:57:57.420Z,33.3958333,-117.3393333,-0.41,0.48,ml,14,101,0.04532,0.2,ci,ci39475255,2020-11-26T01:36:58.416Z,"8km WNW of Fallbrook, CA",earthquake,0.37,0.84,0.03,2,reviewed,ci,ci
2020-11-23T21:56:10.180Z,38.7931671,-122.8068314,2.62,0.84,md,10,147,0.005658,0.04,nc,nc73486361,2020-11-23T21:57:45.836Z,"5km WNW of The Geysers, CA",earthquake,0.42,1.07,0.06,2,automatic,nc,nc
2020-11-23T21:40:44.410Z,35.8738333,-117.6905,1.89,-0.3,ml,9,93,0.08077,0.18,ci,ci39475239,2020-11-24T15:37:31.040Z,"21km ESE of Little Lake, CA",earthquake,0.35,0.5,0.079,1,reviewed,ci,ci
2020-11-23T21:32:29.130Z,39.7316667,-110.9328333,-0.95,1.05,ml,11,160,0.1223,0.26,uu,uu60419482,2020-11-24T17:15:00.410Z,"8 km NW of Helper, Utah",earthquake,0.92,2.34,0.027,2,reviewed,uu,uu
2020-11-23T21:27:27.530Z,33.8176667,-116.8836667,12.79,0.91,ml,30,85,0.07357,0.14,ci,ci39475215,2020-11-25T18:54:18.616Z,"8km N of Valle Vista, CA",earthquake,0.31,0.5,0.169,14,reviewed,ci,ci
2020-11-23T21:22:29.310Z,36.8283348,-121.5565033,5.82,2.18,md,31,64,0.03476,0.12,nc,nc73486356,2020-11-23T22:01:05.553Z,"2km SW of San Juan Bautista, CA",earthquake,0.29,0.54,0.17,32,automatic,nc,nc
2020-11-23T21:13:49.700Z,35.8768333,-117.6911667,4.69,1.52,ml,27,47,0.07827,0.12,ci,ci39475207,2020-11-25T18:48:12.584Z,"20km ESE of Little Lake, CA",earthquake,0.14,0.28,0.138,21,reviewed,ci,ci
2020-11-23T21:12:42.380Z,38.8084984,-122.739502,2.57,0.64,md,8,122,0.01764,0.02,nc,nc73486341,2020-11-23T21:14:21.526Z,"2km SW of Cobb, CA",earthquake,0.42,1.27,0.07,2,automatic,nc,nc
2020-11-23T21:06:23.510Z,38.8235016,-122.8095016,1.59,0.62,md,14,98,0.0004596,0.02,nc,nc73486326,2020-11-23T21:40:05.274Z,"7km NW of The Geysers, CA",earthquake,0.27,0.57,0.35,2,automatic,nc,nc
2020-11-23T21:00:09.590Z,38.8071671,-122.739502,2.01,1,md,15,119,0.01709,0.02,nc,nc73486321,2020-11-23T21:01:45.272Z,"2km SW of Cobb, CA",earthquake,0.3,0.66,0.24,3,automatic,nc,nc
2020-11-23T20:57:58.800Z,33.4148333,-116.6163333,8.12,0.83,ml,42,38,0.05012,0.16,ci,ci39475191,2020-11-25T18:42:13.542Z,"15km N of Warner Springs, CA",earthquake,0.17,0.42,0.133,17,reviewed,ci,ci
2020-11-23T20:55:45.260Z,38.8251648,-122.8119965,2.01,1.09,md,25,37,0.002319,0.02,nc,nc73486316,2020-11-23T20:57:20.743Z,"7km NW of The Geysers, CA",earthquake,0.18,0.39,0.07,6,automatic,nc,nc
2020-11-23T20:54:40.740Z,38.8248329,-122.8118362,2.02,1.87,md,34,37,0.001989,0.03,nc,nc73486311,2020-11-23T22:11:05.457Z,"7km NW of The Geysers, CA",earthquake,0.16,0.29,0.12,12,automatic,nc,nc
2020-11-23T20:54:34.470Z,33.8753333,-117.5111667,-0.46,0.78,ml,14,99,0.04151,0.25,ci,ci39475183,2020-11-25T18:31:03.413Z,"1km ESE of Home Gardens, CA",quarry blast,0.68,31.61,0.198,8,reviewed,ci,ci
2020-11-23T20:45:33.170Z,44.3391667,-115.0378333,6.42,2.02,ml,12,57,0.14,0.28,mb,mb80477284,2020-11-23T21:18:12.920Z,"15 km NNW of Stanley, Idaho",earthquake,0.57,1.49,0.216,13,reviewed,mb,mb
2020-11-23T20:43:02.270Z,44.2655,-115.0625,7.66,2.06,ml,12,68,0.087,0.24,mb,mb80477279,2020-11-23T21:26:25.360Z,"11 km WNW of Stanley, Idaho",earthquake,0.51,0.87,0.134,12,reviewed,mb,mb
2020-11-23T20:41:51.539Z,36.92566667,-98.45233333,6.4,1.53,ml,33,154,0.1511703352,0.11,ok,ok2020xbam,2020-11-24T19:53:27.064Z,"3 km NW of Burlington, Oklahoma",earthquake,,0.5,0.15,5,reviewed,ok,ok
2020-11-23T20:33:50.920Z,38.7794991,-122.7225037,1.77,0.4,md,6,104,0.01173,0,nc,nc73486301,2020-11-23T20:57:07.017Z,"3km W of Anderson Springs, CA",earthquake,0.48,0.93,0.31,2,automatic,nc,nc
2020-11-23T20:33:16.210Z,36.922,-98.456,7,1.49,ml,33,141,0.1493706884,0.23,ok,ok2020xbae,2020-11-24T17:32:06.180Z,"3 km NW of Burlington, Oklahoma",earthquake,,0.8,0.16,10,reviewed,ok,ok
2020-11-23T20:32:47.930Z,33.1353333,-117.1525,-0.18,0.88,ml,22,62,0.02843,0.24,ci,ci39475167,2020-11-23T21:33:05.520Z,"2km SE of San Marcos, CA",quarry blast,0.55,31.61,0.205,9,reviewed,ci,ci
2020-11-23T20:31:13.268Z,38.4993,-118.4313,9.7,0.4,ml,10,194.21,0.098,0.0793,nn,nn00786256,2020-11-26T00:50:18.816Z,"17 km E of Hawthorne, Nevada",earthquake,,3.9,0,1,reviewed,nn,nn
2020-11-23T20:30:42.750Z,39.4466,-120.5806,0,0.5,ml,7,251.3,0.209,0.1071,nn,nn00786254,2020-11-26T00:44:09.011Z,"13 km E of Graniteville, California",earthquake,,0,0.33,3,reviewed,nn,nn
2020-11-23T20:24:14.939Z,34.73233333,-98.44583333,0,1.74,ml,36,111,0.1367731604,0.41,ok,ok2020xazx,2020-11-24T17:17:55.521Z,"5 km E of Medicine Park, Oklahoma",quarry blast,,0.6,0.32,4,reviewed,ok,ok
2020-11-23T20:18:32.165Z,63.2863,-151.7853,0,2.4,ml,,,,0.65,ak,ak020f2safgv,2020-11-23T20:32:24.996Z,"28 km S of Denali National Park, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-11-23T20:09:30.010Z,33.5163333,-116.7475,4.21,0.58,ml,25,50,0.04433,0.1,ci,ci39475151,2020-11-25T18:25:14.587Z,"8km WSW of Anza, CA",earthquake,0.15,0.25,0.174,13,reviewed,ci,ci
2020-11-23T20:09:25.121Z,38.1667,-118.0723,4.7,2.7,ml,32,43.67,0.017,0.1549,nn,nn00785936,2020-11-24T02:28:38.067Z,"25 km S of Mina, Nevada",earthquake,,0.9,0.26,17,reviewed,nn,nn
2020-11-23T20:08:16.920Z,35.8761667,-117.6903333,4.6,1.29,ml,26,41,0.07859,0.11,ci,ci39475143,2020-11-25T18:19:03.333Z,"21km ESE of Little Lake, CA",earthquake,0.14,0.29,0.153,12,reviewed,ci,ci
2020-11-23T20:02:41.200Z,35.773,-117.6025,12.88,1,mh,12,137,0.04284,0.14,ci,ci39475135,2020-11-23T20:48:30.612Z,"18km W of Searles Valley, CA",earthquake,0.43,0.67,,0,reviewed,ci,ci
2020-11-23T20:00:32.420Z,38.175,-117.8133,7.5,1.4,ml,12,83.86,0.032,0.18,nn,nn00785933,2020-11-23T20:10:23.912Z,"35 km SE of Mina, Nevada",earthquake,,1.7,,,automatic,nn,nn
2020-11-23T19:54:09.380Z,34.9965,-118.1905,-0.8,1.29,ml,18,54,0.1215,0.2,ci,ci39475127,2020-11-23T20:16:30.422Z,"6km SSW of Mojave, CA",quarry blast,0.44,31.61,0.158,22,reviewed,ci,ci
2020-11-23T19:52:53.680Z,38.8231659,-122.7826691,1.88,1.21,md,25,41,0.01001,0.02,nc,nc73486286,2020-11-23T21:31:04.231Z,"5km W of Cobb, CA",earthquake,0.18,0.33,0.2,6,automatic,nc,nc
2020-11-23T19:52:37.350Z,35.8798333,-117.6858333,5.06,0.73,ml,15,69,0.07377,0.13,ci,ci39475119,2020-11-25T17:18:25.893Z,"21km ESE of Little Lake, CA",earthquake,0.2,0.86,0.129,10,reviewed,ci,ci
2020-11-23T19:51:29.160Z,46.975,-122.219166666667,-0.3,1.24,ml,14,116,0.01181,0.18,uw,uw61692652,2020-11-23T23:18:14.610Z,"1 km SSE of Kapowsin, Washington",explosion,0.55,31.61,0.13222697823204,4,reviewed,uw,uw
2020-11-23T19:49:43.120Z,44.769,-111.514,9.99,0.55,ml,11,153,0.086,0.2,mb,mb80477269,2020-11-23T20:42:24.630Z,"25 km W of Hebgen Lake Estates, Montana",earthquake,1.51,2.83,0.158,3,reviewed,mb,mb
2020-11-23T19:49:12.290Z,44.5611667,-115.0038333,6.01,1.9,ml,12,92,0.354,0.17,mb,mb80477264,2020-11-23T20:37:46.480Z,"38 km N of Stanley, Idaho",earthquake,0.41,1.24,0.1,9,reviewed,mb,mb
2020-11-23T19:45:53.670Z,37.5385,-118.8236667,4.27,0.99,md,22,110,0.05162,0.03,nc,nc73486281,2020-11-23T21:19:04.157Z,"13km WSW of Toms Place, CA",earthquake,0.27,0.54,0.085,15,reviewed,nc,nc
2020-11-23T19:41:55.760Z,34.4001667,-118.18,-1.08,1.09,ml,10,134,0.09792,0.17,ci,ci39475095,2020-11-23T20:16:06.718Z,"8km S of Acton, CA",quarry blast,0.55,31.61,0.163,5,reviewed,ci,ci
2020-11-23T19:38:31.200Z,38.8339996,-122.7888336,2.09,0.41,md,9,89,0.004558,0.02,nc,nc73486276,2020-11-23T19:54:04.636Z,"6km WNW of Cobb, CA",earthquake,0.42,0.64,0.16,2,automatic,nc,nc
